,Delta_T1_i^k+1,T1_i-1^k,T1_i^k,Delta_T1_i^k,m_flow^k,T_in^k,v^k,t_samples,x_samples
0,-0.3026199999999335,313.5102,313.68847999999997,0.17827999999997246,10.888735,323.13635,1.3925436000000002,663,27
1,-0.22222999999996773,311.70917000000003,311.87667999999996,0.1675099999999361,8.082353,323.00964,1.0336396,770,12
2,0.08863999999999805,316.20898,315.8686,-0.3403799999999819,12.268827,323.14648,1.5690414,76,22
3,0.12001999999995405,310.4235,310.07532000000003,-0.34817999999995664,12.012033,323.08187999999996,1.5362003999999998,69,37
4,-0.16838999999998805,307.78265,307.86273,0.08008000000000948,6.5741935,320.0939,0.84076345,444,29
5,-0.30349999999998545,313.29398,313.4889,0.19492000000002463,12.254399000000001,313.15167,1.5671962,404,5
6,0.01294000000007145,315.03796,314.54537999999997,-0.4925800000000322,6.2014933,322.88599999999997,0.7930994,865,20
7,-0.5174299999999903,314.10537999999997,314.5402,0.4348200000000588,13.490879999999999,313.26052999999996,1.7253278000000003,514,8
8,0.1762600000000134,307.3276,306.9311,-0.3965000000000032,12.268827,323.14648,1.5690414,76,48
9,0.6849399999999832,315.8114,314.80862,-1.002779999999973,13.259176,320.98117,1.6956955000000002,630,12
10,-0.14875000000000682,320.99472000000003,320.82925,-0.16547000000002754,6.5741935,320.0939,0.84076345,444,3
11,-0.35349000000002206,314.09106,314.50412,0.4130599999999731,6.7739587,316.16823999999997,0.8663110999999999,471,10
12,0.21313000000003512,312.62134,311.71963999999997,-0.9017000000000053,6.1555605,321.54404,0.78722507,292,7
13,-0.21627000000000862,308.70316,308.816,0.11283999999994876,13.484777,319.72876,1.7245473000000002,902,33
14,0.041279999999972006,308.4149,308.1161,-0.29879999999997153,9.11333,320.32993,1.1654897,930,40
15,0.2580300000000193,307.7442,307.2886,-0.455600000000004,13.983220000000001,314.55328,1.7882924,639,39
16,0.45641999999998006,312.78247000000005,312.09525,-0.6872200000000248,13.862059,313.22968,1.7727971999999999,645,26
17,-0.02002999999996291,308.1651,308.0207,-0.14440000000001874,13.615533,314.18523999999996,1.7412695,648,40
18,-0.3128000000000384,310.2185,310.42900000000003,0.21050000000002456,13.323041,320.63525,1.7038631000000002,362,27
19,-0.14182999999997037,308.8205,308.83813,0.017629999999996926,13.857079,323.0587,1.7721603,371,32
20,0.01581000000004451,307.35596,307.07592999999997,-0.28003000000001066,8.105691,314.63788,1.0366243,565,39
21,-0.19600000000002638,314.022,313.9886,-0.0333999999999719,13.453312,321.30875,1.7205232,732,18
22,0.09912000000002763,312.6268,312.28267999999997,-0.3441200000000322,11.830458,322.92177999999996,1.5129788999999998,64,29
23,-0.041529999999966094,311.3734,311.0675,-0.3059000000000083,6.22631,314.2293,0.7962731,942,34
24,0.38836000000003423,320.21127,319.5535,-0.6577700000000277,13.720141,322.58536000000004,1.7546476000000002,368,4
25,0.09300000000001774,311.3405,311.0021,-0.33840000000003556,10.39362,319.4491,1.3292239,18,15
26,-0.045220000000028904,310.70874,310.55182,-0.15691999999995687,9.373747,320.18527,1.1987940000000001,423,13
27,-0.01680999999996402,313.52542,313.28073,-0.24468999999999141,10.17871,317.5555,1.3017395,418,38
28,-0.1148900000000026,317.4996,317.41652999999997,-0.08307000000002063,13.715176999999999,317.97604,1.7540128000000001,121,17
29,0.04348999999996295,312.05966,311.60617,-0.45348999999998796,6.0871377,315.50412,0.7784746,275,4
30,0.10112999999995509,317.06772,316.63647000000003,-0.43124999999997726,10.418616,319.52982000000003,1.3324207000000001,19,6
31,-0.054149999999992815,307.41495,307.31885,-0.09609999999997854,13.961236999999999,313.2077,1.7854811000000002,910,46
32,-0.2901899999999955,311.57903999999996,311.70232999999996,0.12328999999999724,13.157536499999999,319.7785,1.682697,360,30
33,0.024540000000001783,305.51093,305.13736,-0.3735699999999724,6.139623,319.82,0.7851869,590,46
34,0.007339999999942393,309.87448,309.62546000000003,-0.24901999999997315,10.996239,319.9859,1.406292,497,30
35,0.698660000000018,320.187,318.9398,-1.2472000000000207,11.465486,322.35812000000004,1.4663032,620,2
36,-0.22142999999994117,308.89972,309.08822999999995,0.1885099999999511,6.6646466,320.60046,0.85233134,443,35
37,-0.26398000000000366,311.81467000000004,312.10098,0.28630999999995765,6.0469127,315.1705,0.77333033,783,24
38,0.6996000000000322,315.20853,314.2958,-0.9127300000000105,13.959828,319.99646,1.7853008999999997,830,4
39,-0.19281000000000859,306.53952000000004,306.69943,0.15990999999996802,6.000486,313.71972999999997,0.7673929,457,38
40,0.32129000000003316,311.8092,311.24573,-0.5634699999999953,13.864448999999999,323.07568,1.7731028999999998,736,26
41,-0.18767999999994345,315.943,315.953,0.009999999999990905,13.912304999999998,315.8067,1.7792231,132,9
42,-0.028620000000046275,322.22623,322.00262000000004,-0.22360999999995101,12.634352999999999,322.85303,1.6157877,86,3
43,0.06517999999999802,309.20532000000003,308.92307,-0.2822500000000332,10.801321000000002,320.71146,1.3813642,33,26
44,-0.6165799999999422,317.48007,318.03643999999997,0.5563699999999585,11.872319000000001,316.90436,1.5183325,502,1
45,-0.15112999999996646,307.1993,307.21752999999995,0.01822999999996,6.4271025999999996,317.17456,0.8219521999999999,875,41
46,0.4522999999999797,320.33643,319.46036000000004,-0.8760699999999702,12.495082,321.55438,1.5979767,840,6
47,-0.12255999999996448,307.9858,307.96362,-0.02217999999999165,6.760876700000001,321.0749,0.8646381,442,25
48,0.6036200000000349,313.06625,312.06998,-0.9962700000000382,11.530733999999999,318.15,1.4746478,500,16
49,0.31015000000002146,318.42297,317.77948,-0.6434900000000425,13.092042,314.61447000000004,1.6743209,750,14
50,-0.6238999999999919,320.1283,320.59018,0.461879999999951,11.462491,318.3952,1.4659203,812,2
51,-0.0946700000000078,315.47803,315.38367,-0.09435999999999467,13.898596,315.9956,1.77747,131,28
52,-0.43671000000000504,314.67432,314.92957,0.25524999999998954,12.799706,318.01532000000003,1.6369346000000002,728,13
53,-0.16458000000000084,310.11142,310.12143,0.010009999999965657,10.996239,319.9859,1.406292,497,27
54,0.1945199999999545,310.0536,309.58246,-0.47113999999999123,11.273106,321.95145,1.4417,48,30
55,-0.03221999999999525,312.81854,312.67584,-0.14269999999999072,13.923053,313.15,1.7805977,156,2
56,-0.12492999999994936,309.75354,309.72832999999997,-0.025210000000015498,13.591281,314.30145,1.7381679,170,26
57,-0.4107999999999947,314.99414,315.26697,0.272829999999999,13.736875,314.01816,1.7567877,517,14
58,0.09727000000003727,317.55432,317.127,-0.4273200000000088,10.32057,319.21157999999997,1.3198816999999998,15,4
59,0.4237399999999525,315.20123,314.29022000000003,-0.9110099999999761,10.163242,322.7261,1.2997613000000001,666,10
60,0.12362000000001672,310.36237,309.99973,-0.36263999999999896,10.445007,321.55786,1.3357958,494,16
61,0.22410000000002128,305.8075,305.4294,-0.37810000000001764,13.912716,315.80087000000003,1.7792758000000002,637,42
62,-0.04093000000005986,308.95605,308.71387000000004,-0.2421799999999621,6.2014933,322.88599999999997,0.7930994,865,31
63,-0.161679999999933,312.66033999999996,312.66033999999996,0.0,10.058073,318.34354,1.2863115,3,26
64,0.0321700000000078,306.76867999999996,306.3883,-0.38037999999994554,6.744836,313.16718,0.8625866,260,46
65,-0.028620000000046275,308.64984,308.35900000000004,-0.29083999999994603,6.0217977,319.52466,0.7701184,286,41
66,-0.8209500000000389,315.7219,316.5769,0.8550000000000182,12.041722,313.20052999999996,1.5399973,994,5
67,0.15485999999998512,308.99185,308.65674,-0.33510999999998603,13.706570000000001,313.77213,1.7529119999999998,913,34
68,-0.18743999999998096,319.19998,319.1597,-0.04027999999999565,10.321778,314.4521,1.3200363000000002,554,11
69,-0.11243999999999232,306.14993,306.12744,-0.022490000000004784,11.273106,321.95145,1.4417,48,46
70,0.11964000000000397,309.8551,309.5111,-0.3439999999999941,12.15858,323.14355,1.554942,73,40
71,-0.26323999999999614,311.1216,311.38876,0.26715999999998985,6.8791113,313.2831,0.8797589,938,23
72,0.01186000000001286,309.8819,309.5103,-0.3716000000000008,6.8165784,314.97836,0.8717616,597,37
73,0.34440000000000737,312.74692000000005,312.1235,-0.6234200000000669,12.949869999999999,317.5658,1.6561389,653,31
74,0.20757999999995036,308.1119,307.66092000000003,-0.45097999999995864,12.603917,317.13675,1.6118953999999999,727,38
75,-0.15565999999995483,308.00635,308.03146,0.025109999999983756,9.083333999999999,313.1716,1.1616536,560,49
76,0.17291000000000167,312.73132000000004,312.11124,-0.6200800000000299,8.590522,322.24672999999996,1.0986285,768,30
77,0.040130000000033306,307.28125,306.92294,-0.3583100000000172,7.643153999999999,316.13782000000003,0.9774712,857,48
78,-0.07132000000001426,308.91607999999997,308.77582,-0.1402599999999552,9.010031,315.0572,1.1522789,609,39
79,0.23013999999994894,310.57263,310.0556,-0.517029999999977,11.895553999999999,314.64124,1.521304,970,27
80,0.06785000000002128,310.8971,310.6755,-0.22160000000002356,13.408563000000001,316.10468,1.7148004000000001,748,24
81,-0.14062000000001262,308.12234,308.12234,0.0,10.801321000000002,320.71146,1.3813642,33,47
82,0.02623999999997295,312.13153,311.9238,-0.20772999999996955,13.714433999999999,313.73865,1.7539177,166,6
83,-0.43878000000006523,313.38422,313.73596000000003,0.3517400000000066,11.647959,314.04822,1.4896394,346,16
84,0.09329000000002452,312.10794,311.80588,-0.3020599999999831,13.055081,321.819,1.6695942,98,41
85,0.04663999999996804,310.2866,309.8045,-0.48210000000000264,6.5032825,313.26904,0.8316948000000001,940,37
86,-0.19070999999991045,316.61093,316.59252999999995,-0.018400000000042382,9.952481,318.30838,1.2728075,763,19
87,0.282100000000014,308.58038,308.10177999999996,-0.47860000000002856,13.413437,316.13312,1.7154237,393,38
88,-0.17907999999999902,308.80905,308.89633,0.08727999999996428,6.3612523,322.69742,0.8135306999999999,297,28
89,-0.34753999999998086,315.22046,315.6374,0.41694000000001097,6.310784,322.45255,0.8070764,864,13
90,-0.15680000000003247,311.81656,311.81357,-0.002989999999954307,6.018525,316.88034,0.7696999,279,25
91,0.24670000000003256,310.4078,309.9579,-0.44990000000001373,13.949420000000002,323.1255,1.7839698,374,22
92,-0.15769000000000233,308.53182999999996,308.55872,0.026890000000037162,6.2014933,322.88599999999997,0.7930994,865,36
93,-0.3569599999999582,317.4121,317.80147999999997,0.3893799999999601,6.127671,315.02335,0.7836583,943,7
94,0.013610000000028322,307.36963,307.05115,-0.31847999999996546,7.342558400000001,314.26306,0.93902844,936,44
95,0.0005499999999756255,304.78482,304.591,-0.19382000000001653,9.926598,322.35266,1.2694973,223,48
96,0.4841400000000249,316.92416000000003,315.76678,-1.157380000000046,9.11333,320.32993,1.1654897,930,8
97,-0.10957000000001926,307.0947,307.05667,-0.038029999999992015,13.66327,313.6894,1.7473743999999998,516,39
98,-0.15082000000001017,307.12393,307.15625,0.032320000000026994,7.283413,322.19876,0.93146443,310,36
99,0.5853499999999485,314.8506,314.00375,-0.8468499999999608,13.661137,317.85837000000004,1.7471017,746,16
